observation_date,EPU,EPU 30 Day MA,Std 30 Day MA
1985-02-25,203.24,175.08599999999998,1.196785241666299
1985-02-26,286.06,171.389,1.1319424997964425
1985-02-27,194.02,164.78133333333332,1.0160487416063624
1985-02-28,180.07,161.141,0.9521998926332574
1985-03-01,46.53,161.00833333333333,0.9498730139690971
1985-03-02,69.3,158.53566666666666,0.9065042050978862
1985-03-03,176.13,162.718,0.9798593473069832
1985-03-04,67.22,162.5476666666667,0.9768718221879236
1985-03-05,110.6,157.39400000000003,0.8864801864427377
1985-03-06,46.38,152.32666666666668,0.797602775757897
1985-03-07,40.62,148.27866666666668,0.7266037443569824
1985-03-08,142.42,146.57700000000003,0.6967577253104026
1985-03-09,70.25,140.08200000000002,0.5828400600562178
1985-03-10,129.1,141.17733333333334,0.6020514251075518
1985-03-11,315.81,149.26233333333332,0.7438565557588346
1985-03-12,109.71,145.549,0.6787273388775613
1985-03-13,184.43,149.40833333333333,0.7464172915751721
1985-03-14,83.11,146.53300000000002,0.6959859967082185
1985-03-15,92.47,146.38,0.693302485886988
1985-03-16,69.44,147.14800000000002,0.7067726578523793
1985-03-17,221.39,149.57399999999998,0.7493229666909702
1985-03-18,186.39,148.62466666666666,0.7326723374559732
1985-03-19,55.03,140.01933333333332,0.5817409314409856
1985-03-20,91.76,128.813,0.3851898414650844
1985-03-21,41.24,125.95866666666667,0.3351268716128094
1985-03-22,138.33,127.468,0.3615995012392373
1985-03-23,69.26,128.27533333333332,0.37575955180354986
1985-03-24,128.94,130.99166666666667,0.4234021001307943
1985-03-25,264.36,137.43433333333334,0.5364018760626846
1985-03-26,269.11,136.09066666666666,0.5128349215520548
1985-03-27,90.63,132.337,0.44699828678544573
1985-03-28,42.82,124.229,0.3047897525466577
1985-03-29,183.61,123.882,0.2987036201612533
1985-03-30,213.68,125.00233333333333,0.3183534673729192
1985-03-31,349.85,135.113,0.49568734586868174
1985-04-01,54.95,134.63466666666667,0.48729772053433473
1985-04-02,180.7,134.78699999999998,0.48996953849795555
1985-04-03,269.69,141.536,0.6083421825011112
1985-04-04,179.75,143.84099999999998,0.6487702376836967
1985-04-05,41.44,143.6763333333333,0.6458821018543115
1985-04-06,66.65,144.54399999999998,0.6611003560322252
1985-04-07,118.25,143.73833333333332,0.6469695376119344
1985-04-08,175.05,147.23166666666665,0.7082401114822889
1985-04-09,94.25,146.07000000000002,0.687865307098875
1985-04-10,241.78,143.60233333333332,0.6445841946597298
1985-04-11,36.5,141.162,0.6017824893825484
1985-04-12,40.73,136.37199999999999,0.5177693074629877
1985-04-13,57.99,135.53466666666665,0.5030830783062767
1985-04-14,66.67,134.67466666666667,0.48799929199086534
